,product_id,category,range_type,brand,brand_tier,width_inches,height_inches,depth_inches,burners,finish,features,price,rating
1629,RNG-64160,range,gas,GE,mainstream,30,37,25,5,White,"['Air Fry', 'Griddle']",1840,3.8
1630,RNG-52938,range,induction,Cafe,premium,36,46,26,5,White,"['Convection', 'Air Fry', 'Self Clean', 'Griddle', 'Steam Clean']",7240,4.3
1631,RNG-75794,range,induction,Bosch,premium,48,36,31,5,Black Stainless,"['WiFi', 'Steam Clean']",9550,4.2
1632,RNG-15675,range,induction,Miele,luxury,48,38,26,6,Stainless Steel,"['Self Clean', 'Air Fry', 'Smart enabled', 'Convection', 'WiFi', 'Steam Clean']",16150,4.2
1633,RNG-68850,range,dual fuel,KitchenAid,premium,36,44,31,5,Stainless Steel,"['Convection', 'WiFi', 'Self Clean', 'Steam Clean']",8700,4.3
1634,RNG-58363,range,electric,LG,mainstream,30,36,26,6,White,"['Steam Clean', 'Self Clean', 'Griddle']",2020,4.1
1635,RNG-78339,range,electric,GE,mainstream,24,37,27,4,Black,"['Smart enabled', 'Steam Clean', 'Self Clean', 'Griddle']",1700,4.2
1636,RNG-32371,range,dual fuel,KitchenAid,premium,30,36,30,6,Stainless Steel,"['Self Clean', 'Griddle', 'Air Fry', 'Smart enabled']",6430,3.9
1637,RNG-37293,range,dual fuel,Wolf,luxury,36,36,27,4,Stainless Steel,"['Self Clean', 'WiFi', 'Air Fry', 'Convection', 'Griddle']",12700,4.1
1638,RNG-16326,range,induction,Samsung,mainstream,36,36,31,6,White,"['Self Clean', 'WiFi', 'Air Fry', 'Steam Clean']",5170,3.6
1639,RNG-56460,range,gas,LG,mainstream,30,46,26,5,Stainless Steel,"['Steam Clean', 'Air Fry', 'WiFi', 'Griddle']",2360,3.9
1640,RNG-98222,range,dual fuel,Cafe,premium,30,35,25,6,White,"['WiFi', 'Griddle', 'Convection', 'Air Fry']",5940,4.2
1641,RNG-41370,range,induction,Samsung,mainstream,30,44,31,5,Black,"['Convection', 'Self Clean', 'Smart enabled', 'Air Fry']",4090,4.1
1642,RNG-43504,range,gas,Frigidaire,budget,24,36,29,6,Stainless Steel,"['Griddle', 'Self Clean']",1860,3.9
1643,RNG-22718,range,gas,Whirlpool,budget,30,36,25,5,White,"['Steam Clean', 'Air Fry', 'WiFi']",1860,4.5
1644,RNG-17281,range,induction,Miele,luxury,36,38,27,5,White,"['Smart enabled', 'Griddle', 'Steam Clean', 'Self Clean', 'WiFi', 'Air Fry', 'Convection']",10150,3.9
1645,RNG-61505,range,induction,Bosch,premium,30,35,31,4,Black Stainless,"['Smart enabled', 'Self Clean', 'Steam Clean', 'Air Fry', 'WiFi']",4730,4.3
1646,RNG-81703,range,dual fuel,Thermador,luxury,36,36,26,6,White,"['WiFi', 'Steam Clean', 'Griddle', 'Smart enabled']",12580,4.4
1647,RNG-17490,range,induction,Fisher & Paykel,luxury,60,39,26,4,Stainless Steel,"['Convection', 'Air Fry', 'Self Clean', 'Griddle', 'WiFi', 'Smart enabled', 'Steam Clean']",17380,3.8
1648,RNG-36824,range,gas,LG,mainstream,30,35,30,4,Black Stainless,"['Self Clean', 'WiFi']",2020,4.5
1649,RNG-33255,range,dual fuel,Wolf,luxury,36,39,27,4,White,"['Griddle', 'Self Clean', 'Convection', 'Smart enabled', 'Air Fry', 'WiFi', 'Steam Clean']",12830,4.0
1650,RNG-46266,range,electric,Frigidaire,budget,24,38,29,4,Black,"['WiFi', 'Steam Clean']",1400,4.1
1651,RNG-88877,range,induction,Fisher & Paykel,luxury,48,38,30,6,Black Stainless,"['Convection', 'Griddle', 'Smart enabled', 'Steam Clean']",16240,4.3
1652,RNG-04569,range,electric,LG,mainstream,30,36,31,6,White,"['Smart enabled', 'Air Fry', 'Griddle', 'Convection']",2260,3.9
1653,RNG-26358,range,electric,Frigidaire,budget,30,39,28,5,Black,['Steam Clean'],1320,3.9
1654,RNG-70968,range,dual fuel,Wolf,luxury,60,38,27,6,Black Stainless,"['Convection', 'Self Clean', 'WiFi', 'Smart enabled', 'Griddle', 'Steam Clean', 'Air Fry']",33330,4.4
1655,RNG-93726,range,gas,LG,mainstream,30,35,31,4,Black Stainless,"['Steam Clean', 'Smart enabled']",2310,4.2
1656,RNG-47876,range,electric,Whirlpool,budget,30,40,26,6,White,['Convection'],1330,4.0
1657,RNG-46113,range,gas,Wolf,luxury,48,36,28,6,White,"['WiFi', 'Smart enabled', 'Air Fry', 'Convection']",10680,4.7
1658,RNG-47145,range,induction,Fisher & Paykel,luxury,48,36,26,5,Black,"['Air Fry', 'Smart enabled', 'Convection', 'Griddle', 'WiFi', 'Self Clean']",14670,4.8
1659,RNG-86886,range,gas,LG,mainstream,30,36,29,5,White,"['Smart enabled', 'Self Clean', 'Convection']",2280,4.4
1660,RNG-70403,range,induction,GE,mainstream,30,37,30,4,Black Stainless,"['Air Fry', 'Convection', 'Steam Clean']",3450,4.3
1661,RNG-66355,range,gas,Samsung,mainstream,30,40,28,5,Black,"['Convection', 'Self Clean', 'WiFi']",2350,3.8
1662,RNG-77140,range,gas,Frigidaire,budget,30,37,28,4,White,['Smart enabled'],1760,3.7
1663,RNG-76353,range,dual fuel,Thermador,luxury,60,44,25,5,Black,"['Griddle', 'Steam Clean', 'Air Fry', 'Self Clean', 'Smart enabled']",26400,4.3
1664,RNG-27425,range,dual fuel,Wolf,luxury,30,37,29,5,Stainless Steel,"['Smart enabled', 'Air Fry', 'Convection', 'Self Clean', 'WiFi', 'Steam Clean']",10350,4.3
1665,RNG-55893,range,induction,Samsung,mainstream,36,37,31,5,Black Stainless,"['Self Clean', 'Air Fry']",4210,4.2
1666,RNG-23267,range,induction,GE,mainstream,30,37,31,6,Stainless Steel,"['Convection', 'Smart enabled', 'Griddle', 'WiFi']",3720,3.9
1667,RNG-83700,range,electric,Bosch,premium,30,36,28,4,Black,"['Smart enabled', 'WiFi', 'Air Fry']",2280,4.2
1668,RNG-83612,range,electric,Frigidaire,budget,30,40,26,6,White,"['Griddle', 'Air Fry', 'Convection']",1840,4.4
1669,RNG-08845,range,electric,Bosch,premium,36,39,27,5,White,"['Convection', 'Air Fry', 'Steam Clean']",3400,4.0
1670,RNG-43767,range,gas,GE,mainstream,30,46,28,5,White,"['Griddle', 'Convection']",2550,4.4
1671,RNG-37424,range,electric,Whirlpool,budget,30,37,25,4,Black Stainless,"['Air Fry', 'Steam Clean']",1240,4.6
1672,RNG-58098,range,dual fuel,KitchenAid,premium,30,36,27,5,White,"['Griddle', 'Self Clean', 'Convection', 'WiFi', 'Smart enabled']",5420,3.9
1673,RNG-73452,range,dual fuel,KitchenAid,premium,36,36,25,4,White,"['Air Fry', 'Smart enabled', 'Convection']",6330,4.0
1674,RNG-45357,range,dual fuel,KitchenAid,premium,36,40,30,6,White,"['Air Fry', 'Smart enabled', 'Self Clean', 'Convection']",9970,3.9
1675,RNG-50652,range,induction,Cafe,premium,30,39,30,4,Black,"['Smart enabled', 'Air Fry', 'Self Clean', 'WiFi', 'Convection']",4990,3.9
1676,RNG-37634,range,dual fuel,Wolf,luxury,48,44,25,6,Black,"['Griddle', 'Smart enabled', 'WiFi', 'Self Clean', 'Steam Clean', 'Air Fry']",20810,4.2
1677,RNG-76589,range,gas,Frigidaire,budget,30,39,30,6,Stainless Steel,"['Self Clean', 'Convection']",2080,4.1
1678,RNG-87447,range,gas,KitchenAid,premium,36,36,29,6,White,"['Self Clean', 'WiFi']",4040,4.1
1679,RNG-17430,range,dual fuel,KitchenAid,premium,30,36,25,6,White,"['Air Fry', 'WiFi', 'Smart enabled']",5840,4.1
1680,RNG-75907,range,induction,Cafe,premium,30,37,31,5,Black Stainless,"['Self Clean', 'Air Fry', 'Griddle']",4390,4.3
1681,RNG-15380,range,dual fuel,Monogram,luxury,36,46,25,4,Stainless Steel,"['Steam Clean', 'Griddle', 'Air Fry', 'WiFi', 'Smart enabled', 'Self Clean']",13050,4.1
1682,RNG-72847,range,gas,LG,mainstream,30,37,26,6,Stainless Steel,"['Convection', 'WiFi', 'Smart enabled']",2490,4.3
1683,RNG-49491,range,dual fuel,Cafe,premium,36,36,25,4,Black Stainless,"['Convection', 'Self Clean']",6500,4.2
1684,RNG-91917,range,induction,Fisher & Paykel,luxury,60,39,30,6,Black Stainless,"['Smart enabled', 'Griddle', 'Air Fry', 'WiFi']",25920,4.1
1685,RNG-74033,range,gas,Wolf,luxury,30,46,27,5,Black Stainless,"['Convection', 'Steam Clean', 'WiFi', 'Griddle', 'Smart enabled']",5920,4.4
1686,RNG-96855,range,dual fuel,Monogram,luxury,36,38,29,5,Black,"['Self Clean', 'Steam Clean', 'WiFi', 'Convection', 'Griddle', 'Smart enabled']",12640,4.5
1687,RNG-27419,range,induction,Samsung,mainstream,36,40,28,5,Black,"['Smart enabled', 'WiFi', 'Convection']",4160,4.0
1688,RNG-30129,range,gas,GE,mainstream,30,36,31,6,Black,"['Self Clean', 'Smart enabled', 'Convection']",2760,4.2
1689,RNG-84079,range,dual fuel,Wolf,luxury,48,36,30,6,Black,"['Smart enabled', 'WiFi', 'Steam Clean', 'Griddle']",20730,4.5
1690,RNG-58407,range,dual fuel,Wolf,luxury,30,36,31,6,Stainless Steel,"['Self Clean', 'Convection', 'Griddle', 'Smart enabled', 'WiFi']",10460,4.5
1691,RNG-53309,range,dual fuel,Monogram,luxury,30,39,30,5,Black,"['Steam Clean', 'Air Fry', 'Griddle', 'Smart enabled', 'Self Clean']",11610,4.0
1692,RNG-86032,range,induction,GE,mainstream,30,35,27,5,White,"['Griddle', 'WiFi', 'Self Clean', 'Air Fry']",3200,4.1
1693,RNG-87340,range,gas,Frigidaire,budget,30,46,25,6,Black,['Convection'],2110,4.3
1694,RNG-95685,range,gas,LG,mainstream,30,38,28,6,Stainless Steel,"['Convection', 'Air Fry', 'Self Clean']",2270,4.0
1695,RNG-99891,range,electric,Whirlpool,budget,30,44,29,4,Black Stainless,"['Self Clean', 'Smart enabled']",1480,4.1
1696,RNG-31221,range,dual fuel,Thermador,luxury,48,35,25,5,Black Stainless,"['Griddle', 'WiFi', 'Air Fry', 'Self Clean', 'Smart enabled', 'Steam Clean']",17390,4.1
1697,RNG-48680,range,gas,Wolf,luxury,48,35,31,6,White,"['Griddle', 'Air Fry', 'Smart enabled', 'Steam Clean', 'Self Clean', 'Convection', 'WiFi']",12190,4.1
1698,RNG-50305,range,induction,Miele,luxury,60,44,31,5,Black,"['Griddle', 'Self Clean', 'WiFi', 'Air Fry', 'Smart enabled', 'Convection']",26960,4.2
1699,RNG-54467,range,induction,Miele,luxury,36,35,25,4,Stainless Steel,"['WiFi', 'Griddle', 'Air Fry', 'Smart enabled', 'Self Clean', 'Steam Clean']",8880,4.6
1700,RNG-53123,range,electric,LG,mainstream,30,37,30,5,White,"['Self Clean', 'Griddle']",1920,3.8
1701,RNG-17397,range,induction,Cafe,premium,36,40,29,6,Black Stainless,"['Convection', 'WiFi']",6330,4.3
1702,RNG-36631,range,dual fuel,Cafe,premium,36,37,26,4,Black,"['Griddle', 'Smart enabled', 'Convection']",7170,3.8
1703,RNG-02409,range,dual fuel,Wolf,luxury,36,37,31,4,Black Stainless,"['Steam Clean', 'Convection', 'Self Clean', 'WiFi']",13810,3.8
1704,RNG-69585,range,induction,GE,mainstream,30,36,29,4,Stainless Steel,"['WiFi', 'Steam Clean']",2680,4.1
1705,RNG-56061,range,gas,GE,mainstream,36,37,26,5,Black Stainless,"['Self Clean', 'Smart enabled', 'Air Fry', 'Steam Clean']",3230,3.7
1706,RNG-41021,range,induction,Miele,luxury,30,35,27,4,Black,"['Convection', 'Air Fry', 'Self Clean', 'Griddle', 'WiFi', 'Steam Clean']",6530,4.1
1707,RNG-87881,range,gas,Samsung,mainstream,30,36,28,5,Black,"['Smart enabled', 'Air Fry', 'Convection']",2390,4.2
1708,RNG-41026,range,gas,Wolf,luxury,36,36,29,6,Stainless Steel,"['Steam Clean', 'Convection', 'Griddle', 'Self Clean', 'Air Fry', 'WiFi', 'Smart enabled']",7720,4.3
1709,RNG-36472,range,gas,LG,mainstream,36,36,28,5,Black Stainless,"['Convection', 'Smart enabled', 'Self Clean', 'Steam Clean']",3280,4.7
1710,RNG-11523,range,dual fuel,KitchenAid,premium,30,35,27,4,Black,"['Steam Clean', 'WiFi']",4910,4.2
1711,RNG-25204,range,electric,Frigidaire,budget,30,36,30,4,Black Stainless,"['Smart enabled', 'Convection', 'Self Clean']",1440,4.2
1712,RNG-80173,range,gas,Wolf,luxury,36,35,31,4,Black Stainless,"['Steam Clean', 'Self Clean', 'Griddle', 'WiFi']",7020,4.3
1713,RNG-98861,range,electric,Samsung,mainstream,30,36,30,4,Stainless Steel,"['Smart enabled', 'Convection', 'Self Clean']",1650,4.1
1714,RNG-55739,range,induction,Samsung,mainstream,30,40,27,4,Black Stainless,"['Convection', 'Smart enabled', 'Air Fry']",3030,3.9
1715,RNG-08841,range,electric,Samsung,mainstream,30,35,31,5,Black Stainless,"['Smart enabled', 'Self Clean', 'Steam Clean']",1830,3.7
1716,RNG-56442,range,induction,Miele,luxury,36,36,28,6,White,"['Air Fry', 'Convection', 'Griddle', 'Steam Clean', 'WiFi', 'Self Clean']",9910,4.2
1717,RNG-54864,range,gas,KitchenAid,premium,30,44,27,6,Black Stainless,"['WiFi', 'Steam Clean', 'Griddle', 'Convection', 'Air Fry']",4240,4.0
1718,RNG-05721,range,gas,GE,mainstream,30,38,28,4,Black Stainless,"['Griddle', 'Smart enabled', 'Self Clean']",2330,3.9
1719,RNG-96608,range,dual fuel,Wolf,luxury,48,36,30,5,Black Stainless,"['Air Fry', 'Smart enabled', 'Steam Clean', 'WiFi', 'Griddle', 'Convection', 'Self Clean']",18970,4.2
1720,RNG-64798,range,induction,GE,mainstream,30,36,28,4,Black Stainless,"['Smart enabled', 'WiFi', 'Convection', 'Griddle']",3090,4.3
1721,RNG-99339,range,gas,Whirlpool,budget,30,35,25,4,Black Stainless,"['WiFi', 'Griddle']",1630,4.7
1722,RNG-08339,range,electric,Whirlpool,budget,30,36,31,6,White,"['Smart enabled', 'Griddle', 'Convection']",1940,4.3
1723,RNG-04026,range,gas,KitchenAid,premium,36,38,25,6,Stainless Steel,"['Air Fry', 'Smart enabled']",3870,4.0
1724,RNG-73925,range,dual fuel,Thermador,luxury,48,36,28,6,Black Stainless,"['Smart enabled', 'Convection', 'Griddle', 'Air Fry', 'Steam Clean', 'WiFi']",21970,4.1
1725,RNG-51021,range,dual fuel,Monogram,luxury,36,37,29,4,White,"['Steam Clean', 'Convection', 'Air Fry', 'Griddle']",12790,3.9
1726,RNG-51281,range,gas,Frigidaire,budget,30,36,26,6,Black,"['Convection', 'WiFi']",2090,4.5
1727,RNG-65433,range,dual fuel,Monogram,luxury,48,37,25,6,Stainless Steel,"['Self Clean', 'Air Fry', 'Convection', 'WiFi', 'Griddle']",21160,4.2
1728,RNG-28888,range,induction,Miele,luxury,48,44,31,4,Black,"['Smart enabled', 'Self Clean', 'Steam Clean', 'Convection', 'WiFi', 'Griddle', 'Air Fry']",17150,4.2
1729,RNG-67345,range,electric,GE,mainstream,30,36,28,5,Stainless Steel,"['WiFi', 'Self Clean', 'Smart enabled']",1850,4.2
1730,RNG-46814,range,induction,Miele,luxury,60,40,31,4,Black,"['Air Fry', 'Smart enabled', 'WiFi', 'Self Clean', 'Convection', 'Steam Clean', 'Griddle']",22780,4.2
1731,RNG-71732,range,dual fuel,Wolf,luxury,60,36,26,5,Black Stainless,"['Convection', 'Griddle', 'Self Clean', 'WiFi']",24280,4.2
1732,RNG-31798,range,electric,Whirlpool,budget,30,36,27,5,White,"['Self Clean', 'Steam Clean', 'Smart enabled']",1570,3.9
1733,RNG-37331,range,gas,Wolf,luxury,48,39,28,5,Stainless Steel,"['Smart enabled', 'WiFi', 'Self Clean', 'Steam Clean', 'Air Fry']",9460,4.1
1734,RNG-62713,range,dual fuel,Wolf,luxury,48,40,30,6,Black Stainless,"['Convection', 'Griddle', 'Smart enabled', 'WiFi', 'Air Fry']",23100,4.3
1735,RNG-29107,range,gas,KitchenAid,premium,30,35,30,4,Black,"['Self Clean', 'Griddle']",2980,4.2
1736,RNG-91819,range,dual fuel,KitchenAid,premium,30,42,27,4,White,"['Griddle', 'Self Clean', 'Air Fry', 'Smart enabled', 'WiFi']",5480,4.2
1737,RNG-63850,range,gas,GE,mainstream,24,37,28,4,Stainless Steel,"['Convection', 'Griddle', 'Self Clean', 'WiFi']",2140,4.2
1738,RNG-56674,range,dual fuel,Cafe,premium,36,44,30,4,Black,"['Steam Clean', 'Griddle']",7680,4.0
1739,RNG-56914,range,electric,Frigidaire,budget,30,42,31,5,Stainless Steel,"['Steam Clean', 'Convection', 'Air Fry']",1710,4.4
1740,RNG-78190,range,dual fuel,Monogram,luxury,48,36,29,4,Black,"['Smart enabled', 'Griddle', 'Steam Clean', 'Self Clean', 'WiFi', 'Convection', 'Air Fry']",20680,4.4
1741,RNG-38553,range,dual fuel,KitchenAid,premium,36,46,29,5,White,"['Steam Clean', 'Griddle']",8270,4.1
1742,RNG-00491,range,induction,Miele,luxury,36,38,30,5,Stainless Steel,"['WiFi', 'Convection', 'Smart enabled', 'Griddle', 'Self Clean', 'Steam Clean']",10690,4.2
1743,RNG-83828,range,gas,KitchenAid,premium,48,36,27,4,Stainless Steel,"['Air Fry', 'Steam Clean', 'Convection']",5240,4.3
1744,RNG-89245,range,dual fuel,KitchenAid,premium,36,36,27,6,White,"['Self Clean', 'Convection']",7550,4.0
1745,RNG-36919,range,dual fuel,Thermador,luxury,36,35,29,6,Black Stainless,"['WiFi', 'Griddle', 'Self Clean', 'Air Fry', 'Convection']",14800,4.4
1746,RNG-64016,range,induction,GE,mainstream,30,36,29,6,Black,"['WiFi', 'Convection', 'Smart enabled', 'Air Fry']",3860,4.0
1747,RNG-60693,range,dual fuel,Monogram,luxury,60,40,31,5,Black Stainless,"['Steam Clean', 'Smart enabled', 'Griddle', 'Convection', 'Air Fry', 'WiFi', 'Self Clean']",32920,4.3
1748,RNG-90296,range,gas,LG,mainstream,30,36,29,6,Black,"['Convection', 'Self Clean', 'Steam Clean', 'Smart enabled']",2830,4.0
1749,RNG-89287,range,electric,LG,mainstream,30,36,29,6,Black,"['Self Clean', 'Steam Clean', 'Convection', 'Air Fry']",2330,4.7
1750,RNG-43418,range,dual fuel,Wolf,luxury,36,37,29,4,Black Stainless,"['Convection', 'WiFi', 'Griddle', 'Smart enabled']",11370,4.1
1751,RNG-99701,range,electric,GE,mainstream,30,46,25,4,Black,"['Air Fry', 'Convection', 'Self Clean']",1940,3.9
1752,RNG-60004,range,induction,Miele,luxury,36,38,29,6,White,"['Griddle', 'Steam Clean', 'WiFi', 'Air Fry']",10440,4.2
1753,RNG-40830,range,electric,Frigidaire,budget,30,44,26,6,White,"['Convection', 'Smart enabled', 'Griddle']",1650,3.7
1754,RNG-93759,range,dual fuel,Monogram,luxury,30,35,28,4,Black,"['WiFi', 'Griddle', 'Convection', 'Self Clean', 'Air Fry', 'Steam Clean']",9450,4.4
1755,RNG-51241,range,electric,GE,mainstream,30,38,26,5,White,"['Self Clean', 'Griddle', 'WiFi']",1930,3.7
1756,RNG-58234,range,gas,KitchenAid,premium,30,44,29,4,Stainless Steel,"['Griddle', 'Self Clean']",2930,4.0
1757,RNG-41567,range,gas,Frigidaire,budget,30,44,30,4,Black Stainless,['Convection'],1860,4.5
1758,RNG-80079,range,induction,Miele,luxury,48,36,26,5,White,"['Self Clean', 'Steam Clean', 'Convection', 'Air Fry', 'Smart enabled', 'Griddle']",12870,3.8
1759,RNG-62993,range,electric,Frigidaire,budget,30,38,27,4,Black Stainless,"['Self Clean', 'Smart enabled']",1300,4.7
1760,RNG-09388,range,induction,Miele,luxury,36,36,27,5,Stainless Steel,"['Self Clean', 'Griddle', 'Steam Clean', 'Air Fry', 'WiFi', 'Smart enabled']",9120,4.2
1761,RNG-40287,range,electric,Frigidaire,budget,30,40,27,4,White,['Air Fry'],1350,4.4
1762,RNG-53076,range,electric,Samsung,mainstream,30,42,26,4,Black,"['Griddle', 'Air Fry', 'Steam Clean']",1660,4.5
1763,RNG-66140,range,gas,LG,mainstream,30,36,27,4,White,"['WiFi', 'Smart enabled']",1880,4.2
1764,RNG-32644,range,gas,Frigidaire,budget,30,42,29,6,White,"['Steam Clean', 'Griddle', 'Smart enabled']",2170,4.3
1765,RNG-93830,range,gas,Frigidaire,budget,24,35,29,5,Stainless Steel,"['Steam Clean', 'Air Fry', 'Self Clean']",1620,4.0
1766,RNG-25571,range,induction,Miele,luxury,36,40,28,5,White,"['Air Fry', 'Smart enabled', 'Convection', 'WiFi', 'Steam Clean', 'Griddle']",10610,4.4
1767,RNG-62145,range,gas,Whirlpool,budget,30,36,29,6,White,"['Air Fry', 'Smart enabled', 'Griddle']",2230,3.7
1768,RNG-84665,range,gas,Wolf,luxury,36,36,26,5,Black,"['Convection', 'WiFi', 'Griddle', 'Steam Clean', 'Smart enabled', 'Self Clean', 'Air Fry']",6570,4.3
1769,RNG-38708,range,dual fuel,KitchenAid,premium,48,39,31,6,Stainless Steel,"['WiFi', 'Air Fry', 'Convection', 'Self Clean']",14800,3.9
1770,RNG-00707,range,induction,GE,mainstream,36,46,29,5,Black Stainless,"['Self Clean', 'Air Fry']",5020,4.2
1771,RNG-77239,range,gas,Wolf,luxury,60,42,31,6,Black,"['Air Fry', 'Self Clean', 'WiFi', 'Steam Clean', 'Smart enabled', 'Griddle', 'Convection']",16700,4.6
1772,RNG-26420,range,dual fuel,KitchenAid,premium,36,37,27,5,Black,"['Air Fry', 'Smart enabled', 'Self Clean', 'WiFi', 'Convection']",7500,3.9
1773,RNG-15401,range,electric,Whirlpool,budget,24,36,29,5,Black,['Griddle'],1270,4.4
1774,RNG-84741,range,gas,Wolf,luxury,36,38,31,4,Black,"['Smart enabled', 'Griddle', 'Air Fry', 'Steam Clean']",7320,4.2
1775,RNG-96525,range,induction,GE,mainstream,30,37,30,6,Black,"['Air Fry', 'Self Clean']",3720,4.0
1776,RNG-72151,range,dual fuel,Wolf,luxury,36,37,25,5,Black,"['Self Clean', 'Air Fry', 'Smart enabled', 'Griddle', 'Convection', 'WiFi']",11900,4.1
1777,RNG-12336,range,dual fuel,Monogram,luxury,36,38,25,5,Stainless Steel,"['Self Clean', 'Smart enabled', 'Steam Clean', 'Convection']",11780,4.5
1778,RNG-37406,range,dual fuel,Monogram,luxury,60,38,28,4,Stainless Steel,"['Steam Clean', 'Griddle', 'Convection', 'Air Fry', 'Smart enabled']",27520,4.1
1779,RNG-99706,range,dual fuel,Monogram,luxury,30,36,26,6,Black,"['Self Clean', 'WiFi', 'Steam Clean', 'Convection', 'Smart enabled', 'Griddle']",9430,3.9
1780,RNG-97312,range,induction,GE,mainstream,30,38,31,6,Black,"['Steam Clean', 'Griddle', 'Self Clean']",3840,3.8
1781,RNG-03759,range,gas,Wolf,luxury,48,39,28,5,Black,"['Self Clean', 'Steam Clean', 'Griddle', 'Air Fry', 'WiFi', 'Smart enabled', 'Convection']",10550,4.0
1782,RNG-35204,range,dual fuel,KitchenAid,premium,36,36,29,6,Black Stainless,"['Air Fry', 'WiFi', 'Smart enabled', 'Griddle']",7940,4.5
1783,RNG-99855,range,gas,Frigidaire,budget,30,36,27,5,Black,"['Griddle', 'WiFi', 'Convection']",2010,4.4
1784,RNG-48195,range,electric,LG,mainstream,30,37,25,6,White,"['WiFi', 'Steam Clean']",1700,4.4
1785,RNG-27068,range,electric,LG,mainstream,30,36,26,6,Stainless Steel,"['WiFi', 'Smart enabled']",1710,4.5
1786,RNG-65807,range,induction,Cafe,premium,30,42,30,5,Black Stainless,"['Smart enabled', 'Self Clean', 'Steam Clean', 'Convection', 'WiFi']",5270,4.0
1787,RNG-67655,range,dual fuel,Wolf,luxury,36,36,27,6,Black,"['Steam Clean', 'Convection', 'WiFi', 'Smart enabled', 'Griddle']",14860,4.4
1788,RNG-91263,range,induction,GE,mainstream,30,38,29,6,White,"['WiFi', 'Self Clean', 'Air Fry', 'Steam Clean']",4110,4.6
1789,RNG-17232,range,dual fuel,Thermador,luxury,48,37,29,4,Black Stainless,"['Air Fry', 'Self Clean', 'Steam Clean', 'WiFi', 'Convection']",17900,3.5
1790,RNG-99149,range,induction,Fisher & Paykel,luxury,36,35,30,4,Black Stainless,"['Smart enabled', 'WiFi', 'Steam Clean', 'Griddle', 'Self Clean', 'Air Fry']",9890,3.9
1791,RNG-47848,range,gas,KitchenAid,premium,30,44,26,6,Black,"['Convection', 'Self Clean']",3140,3.9
1792,RNG-75743,range,dual fuel,Thermador,luxury,36,40,30,5,Black,"['Griddle', 'Air Fry', 'Steam Clean', 'WiFi', 'Convection', 'Self Clean', 'Smart enabled']",15420,4.0
1793,RNG-50625,range,dual fuel,Monogram,luxury,30,36,26,4,Black,"['Convection', 'Steam Clean', 'Smart enabled', 'Griddle']",9150,4.4
1794,RNG-71308,range,gas,GE,mainstream,30,35,28,6,Stainless Steel,"['Griddle', 'Convection']",2460,4.2
1795,RNG-98575,range,electric,LG,mainstream,36,36,25,4,White,"['Air Fry', 'Smart enabled', 'Steam Clean', 'Self Clean']",2080,4.6
1796,RNG-87066,range,electric,Whirlpool,budget,30,42,29,4,Black Stainless,['Self Clean'],1250,4.2
1797,RNG-36358,range,electric,Bosch,premium,30,37,30,4,Black Stainless,"['Self Clean', 'Air Fry', 'Steam Clean', 'Griddle']",2330,4.3
1798,RNG-04832,range,induction,Cafe,premium,36,39,30,4,White,"['Smart enabled', 'Convection', 'Air Fry', 'Self Clean']",5720,4.8
1799,RNG-58376,range,dual fuel,KitchenAid,premium,30,39,27,6,Black,"['Griddle', 'Smart enabled', 'Steam Clean', 'Convection']",6960,4.2
1800,RNG-79837,range,dual fuel,Cafe,premium,36,42,29,4,Stainless Steel,"['Smart enabled', 'Steam Clean', 'Convection', 'Self Clean', 'Griddle']",9000,4.4
1801,RNG-42114,range,dual fuel,Monogram,luxury,60,36,30,6,Stainless Steel,"['Convection', 'Air Fry', 'Smart enabled', 'Self Clean', 'WiFi', 'Griddle', 'Steam Clean']",34020,4.1
1802,RNG-96627,range,dual fuel,Cafe,premium,30,46,28,5,Black Stainless,"['Convection', 'Smart enabled', 'Steam Clean', 'Self Clean', 'WiFi']",7340,4.4
1803,RNG-60150,range,electric,Samsung,mainstream,30,38,30,6,Black Stainless,"['Steam Clean', 'Air Fry', 'Convection']",2170,4.2
1804,RNG-72412,range,gas,LG,mainstream,36,39,31,6,Stainless Steel,"['Griddle', 'WiFi', 'Steam Clean', 'Smart enabled']",3700,4.3
1805,RNG-11075,range,dual fuel,Cafe,premium,36,42,26,6,Black,"['Griddle', 'Convection', 'Steam Clean', 'Self Clean', 'Smart enabled']",9620,4.2
1806,RNG-50498,range,induction,Cafe,premium,36,36,30,4,White,"['WiFi', 'Smart enabled', 'Convection', 'Air Fry']",5460,4.2
1807,RNG-60339,range,induction,GE,mainstream,30,36,27,4,White,"['Air Fry', 'Self Clean', 'Convection']",2860,4.5
1808,RNG-34076,range,electric,Whirlpool,budget,24,36,26,6,Black,['Smart enabled'],1220,4.2
1809,RNG-39744,range,induction,Bosch,premium,30,36,25,5,Black,"['Convection', 'Steam Clean', 'Self Clean', 'Griddle']",4240,4.5
1810,RNG-28366,range,gas,GE,mainstream,36,38,29,6,Stainless Steel,"['WiFi', 'Self Clean', 'Griddle', 'Steam Clean']",3350,4.4
1811,RNG-14720,range,induction,Bosch,premium,30,40,30,4,Stainless Steel,"['Air Fry', 'Smart enabled', 'WiFi', 'Steam Clean', 'Convection']",5370,4.4
1812,RNG-96514,range,induction,Miele,luxury,36,37,27,5,Black Stainless,"['Air Fry', 'Steam Clean', 'Self Clean', 'WiFi', 'Smart enabled', 'Griddle']",8820,4.1
